Aircraft Type,Accident Count,Fatal Accidents,Total Fatalities,Avg Severity Index,First Year,Last Year,Risk Score
GEORGE R. LOSEY J6 KARATOO,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
GEORGE SPACEWALKER 1,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
GERALD NELSON NELSON WOODY,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
GERNER EVANS WE 1,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
FROST BRIEGLEB/BG 12A,0.0,0,0.0,0.0028653295128939827,1992,1992,0.0005730659025787965
FUHRMANN SUPER EMERAUDE STRETCHED,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
FRIMELT WERNER MONI 164,0.0,0,0.0,0.0028653295128939827,1987,1987,0.0005730659025787965
FRED WILLIAMS KR 2,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
FREDERICK R GOENNE GLASTAR,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
FREEMAN HERITAGE COLLECTION SE5A,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
FREEMAN SUPER KOALA,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
FREW ZODIAC 601XL,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
FRILING AMTR,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
FURLONG CA 6,0.0,0,0.0,0.0028653295128939827,2020,2020,0.0005730659025787965
GARRETT RANS S 6ES,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
GENERAL BALLOON NEWPORT AX8,0.0,0,0.0,0.0028653295128939827,1995,1995,0.0005730659025787965
GEMINI INT'L. HUMMINGBIRD,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
FLIGHTSTAR FC II,0.0,0,0.0,0.0028653295128939827,2019,2019,0.0005730659025787965
FRANKLIN GLASAIR II,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
FOURNIER AVIATION RF4D,0.0,0,0.0,0.0028653295128939827,1982,1982,0.0005730659025787965
FISCHER SUPER KOALA,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
FISHER 101,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
FISHER FT101,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
FISHER MICHAEL H T BIRD II,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
FITHIAN FALCON XP,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
FLYNN VAN MUNK,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
FIEBICH PAUL DEAN AIRBIKE RX40,0.0,0,0.0,0.0028653295128939827,2015,2015,0.0005730659025787965
FIELDS BABY BELLE,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
FIGHTER REBUILDERS F 2G,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
"FIREFLY BALLOON, INC. FIREFLY 11",0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
FLIGHTSTAR INC FLIGHTSTAR II SC,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
GEMINI INT'L. HUMINGBIRD,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
FLIGHTSTAR SC II,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
FLOROSKI ANDERSON KINGFISHER,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
FLUG UND FAHRZEUGWERKE (FFA) DIAMENT 16.5,0.0,0,0.0,0.0028653295128939827,1989,1989,0.0005730659025787965
FLAGLOR TOM KOLB AIRCRAFT MK III,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
FLEET 7 DELUXE,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
FLIGHT DESIGN GENERAL AVN GMBH CTSW SUPERSPORT,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
FLIGHT DESIGN GMBH CTLSI,0.0,0,0.0,0.0028653295128939827,2014,2014,0.0005730659025787965
FRANZ RV 6,0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
EDWARDS MITCHELL P 38,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
GEDDES COMMANDER 503,0.0,0,0.0,0.0028653295128939827,1988,1988,0.0005730659025787965
GEILING SONERAI II,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
GELDERMANN BERT E LANCAIR LEGACY,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
FURRU DONALD JEFFREY SKYRANGER V MAX,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
GARLAND AVIPRO BEARHAWK,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
FRANCIS GIROUX MONI MOTORGLIDER 032,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
GARLICK HELICOPTERS INC. OH 58A+,0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
EIPPER QUICKSILVER E,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
EMBRAER EMB170,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
ELMWOOD CHRISTAVIA,0.0,0,0.0,0.0028653295128939827,2019,2019,0.0005730659025787965
EMBRAER 120RT,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
EMBRAER 145 ER,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
FAIRCHILD SWEARINGEN SA 226TC,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
FAIRCHILD HILLER FH1100,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
FAIRCHILD 24R 46,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
FAIRCHILD DORNIER 328 300,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
FAIRCHILD HELI PORTER PILATUS PC6/B1A H2,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
FAY VELOCITY ELITE,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
FEHLNER SHELTON AEROSPORT SCAMP WTB1,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
FERENCE JOHN W THATCHER CX4A,0.0,0,0.0,0.0028653295128939827,2015,2015,0.0005730659025787965
FERNANDEZ BABY ACE D,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
FALCON SAFETY CRAFT INC FALCON XP,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
FALCON SPECIAL S/R,0.0,0,0.0,0.0028653295128939827,1988,1988,0.0005730659025787965
FALK ZODIAC HDS 601,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
FALKENTHAL VARIEZE,0.0,0,0.0,0.0028653295128939827,1982,1982,0.0005730659025787965
FALTIN JOHN R ROTORWAY EXEC 162F,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
FARMER R B DA5 A,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
EUROCOPTER BO 105,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
EUROCOPTER FRANCE AS 350,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
EZEKIEL VELOCITY 173,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
EVERSON SIDEWINDER,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
EXCEL JET SPORT JET,0.0,0,0.0,0.0028653295128939827,2006,2006,0.0005730659025787965
EXPERIMENTAL AMATEUR BUILT OWL RACER,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
EXPERIMENTAL BROWN 2,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
EIPPER QUICK SILVER MX II,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
EIPPER MXII,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
EIPPER MX2,0.0,0,0.0,0.0028653295128939827,1987,1987,0.0005730659025787965
EUGENE BOOS VARI EZE,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
GARLICK OH 58A+,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
GARLICK UH 1D,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
GARLICK/GUPPY SNS 2,0.0,0,0.0,0.0028653295128939827,1988,1988,0.0005730659025787965
G&C HELICOPTERS EL TOMCAT MK5A,0.0,0,0.0,0.0028653295128939827,1987,1987,0.0005730659025787965
GABLE SONERAI II,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
GADBOIS EUGENE W APEX CROSS 5,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
GAGE VARI EZE,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
"GALAXY BALLOONS, INC. GALAXY 7",0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
GALBREATH VARIVIGGEN,0.0,0,0.0,0.0028653295128939827,1989,1989,0.0005730659025787965
ENGLISH PIETENPOL AIRCAMPER,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
ERCO 415,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
ENGINEERING & RESEARCH 415C,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
EUROCOPTER AS 350B3,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
EICHHORN GARY L SKYRAIDER I,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
EUROCOPTER AS350B3 2B1,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
EUROCOPTER BK 117 A4,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
ESLINGER C W/ESLINGER S M CASSUTT,0.0,0,0.0,0.0028653295128939827,2021,2021,0.0005730659025787965
ERCOUPE 415 G,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
ERCOUPE F 1,0.0,0,0.0,0.0028653295128939827,2020,2020,0.0005730659025787965
ERVIN REX H BEAR HAWK,0.0,0,0.0,0.0028653295128939827,2015,2015,0.0005730659025787965
"EKORNAAS, FRED SKYRANGER II KIT",0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
ELAN GLASER DIRKS DG 300 ELAN,0.0,0,0.0,0.0028653295128939827,1995,1995,0.0005730659025787965
EMBRAER ERJ 135ER,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
EFAW CASUTT SPORT RACER,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
EGGLESTON DANIEL S 18 THORP,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
EHLERS LANCAIR 320,0.0,0,0.0,0.0028653295128939827,1993,1993,0.0005730659025787965
FRANK FITZGERALD TEAM Z MAX,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
FPNA A 22 VALOR,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
DORMAIER MONTE R BABY GREAT LAKES,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
CUB CRAFTERS PA18 150,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
EAGLE BALLOONS C 7,0.0,0,0.0,0.0028653295128939827,1987,1987,0.0005730659025787965
EAGLE BALLOONS CORP. C 7,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
EAKLE R GRANDIN JR TALON XP,0.0,0,0.0,0.0028653295128939827,2006,2006,0.0005730659025787965
EASLER KELLY RANS S6ES,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
EASLEY PITTS S2 E,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
EASTABROOKS JOHN T GLASTAR,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
EASTERN ULTRALIGHT SNOOP,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
DORNIER DO 24,0.0,0,0.0,0.0028653295128939827,1988,1988,0.0005730659025787965
DOUGLAS A4L,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
DOUGLAS A4N,0.0,0,0.0,0.0028653295128939827,2015,2015,0.0005730659025787965
DOYLE MICHAEL SONERAI II,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
DOUGLAS MD 88,0.0,0,0.0,0.0028653295128939827,1993,1993,0.0005730659025787965
DOUGLAS DC8 52,0.0,0,0.0,0.0028653295128939827,1982,1982,0.0005730659025787965
DOUGLAS TA 4K,0.0,0,0.0,0.0028653295128939827,2016,2016,0.0005730659025787965
DOVA AIRCRAFT SRO DV 1 SKYLARK,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
DOWNER AIRCRAFT INDUSTRIES KR 1,0.0,0,0.0,0.0028653295128939827,1993,1993,0.0005730659025787965
CROOK M 1,0.0,0,0.0,0.0028653295128939827,1982,1982,0.0005730659025787965
CROWDER MICHAEL H SONEX,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
CROZIER EMERAUDE,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
CROMAN SH 3H,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
CRAWFORD ALAN R GLASAIR II,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
CRAWFORD PRECEPTOR ULTRA PUP,0.0,0,0.0,0.0028653295128939827,2014,2014,0.0005730659025787965
CREECH JERRY CREECH JERRY CH 701,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
CREEK MICHEL W BEARHAWK,0.0,0,0.0,0.0028653295128939827,2021,2021,0.0005730659025787965
CREMER VP 1,0.0,0,0.0,0.0028653295128939827,1987,1987,0.0005730659025787965
CRESCENZI KITFOX,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
CURRY FLY BABY,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
EDWARD AVID FLYER C,0.0,0,0.0,0.0028653295128939827,1989,1989,0.0005730659025787965
"ECCKER, DONALD E. RANS S 10",0.0,0,0.0,0.0028653295128939827,1995,1995,0.0005730659025787965
ECCKER HURRICANE HAULER,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
DEATON JUNGSTER 1,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
DON JACKMAN PITTS S 1S,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
DITOMMASSO KEMINSKI GREAT LAKES 2T 1A,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
DIVEN ROBERT NIEUPORT 17,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
DIXON VOLKSPLANE VP 1,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
DEGELIA ROTOR FLIGHT DYNAMIC,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
DEITZ AVID FLYER MK4,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
DEKKINGA VANS RV 7A,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
DELCONTE EMIDIO J KITFOX SERIES V,0.0,0,0.0,0.0028653295128939827,2014,2014,0.0005730659025787965
DEBUS/MOUNTAIN/BOWES DEBUS CASST SNOSHOO,0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
DE HAVILLAND DRAGONFLY DH 90,0.0,0,0.0,0.0028653295128939827,1987,1987,0.0005730659025787965
DEAN PATRICK G GENESIS,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
DEAN R. FELLOWS VANS RV 6,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
DEBAY DRAGONFLY MARK II,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
DURBIN MONNETT MONI,0.0,0,0.0,0.0028653295128939827,1987,1987,0.0005730659025787965
DERR TRI Q 100,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
DESTINY POWERED PARACHUTES 2000,0.0,0,0.0,0.0028653295128939827,2021,2021,0.0005730659025787965
DEVER FIREFLY,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
DEVER STITS PLAYMATE SA11A,0.0,0,0.0,0.0028653295128939827,2007,2007,0.0005730659025787965
DEVOR MXL II,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
DEVRIES SONERAI II,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
DENNIS POINTER KR 2,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
DYKAS KITFOX SERIES 7,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
E TN PLTS STARDUSTER STARDUSTER II,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
E.J. NOVOTNY STEEN SKYBOLT,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
EAA CHAPTER 163 BREEZY RLU 1A,0.0,0,0.0,0.0028653295128939827,1995,1995,0.0005730659025787965
DUNCAN DX4,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
CUMMINGS QUICKIE Q2,0.0,0,0.0,0.0028653295128939827,1983,1983,0.0005730659025787965
"CUEVAS, ORLANDO S MXL II SPORT",0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
FOX JACK G MONG BIWIN,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
"CUEVAS, ORLANDO S. QUICKSILVER MXL 2",0.0,0,0.0,0.0028653295128939827,1992,1992,0.0005730659025787965
DE HAVILLAND DH 7 58C,0.0,0,0.0,0.0028653295128939827,1988,1988,0.0005730659025787965
DE HAVILLAND DH 8 201,0.0,0,0.0,0.0028653295128939827,1997,1997,0.0005730659025787965
DE HAVILLAND DH 82C,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
DAIGNEAULT EAA BI PLANE,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
DAKOTA S18 160,0.0,0,0.0,0.0028653295128939827,2020,2020,0.0005730659025787965
D & K AVIATION BABY BELLE,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
D & D AIRCRAFT ROTORWAY EXEC,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
CURTISS WRIGHT P40M,0.0,0,0.0,0.0028653295128939827,2011,2011,0.0005730659025787965
CUSHING C2,0.0,0,0.0,0.0028653295128939827,1989,1989,0.0005730659025787965
CZECH AIRCRAFT WORKS PARROT,0.0,0,0.0,0.0028653295128939827,2006,2006,0.0005730659025787965
DANIEL J. ZOERB KITFOX,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
DANIEL L PATRICK KOLB MARK,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
DASSAULT AVIATION MIRAGE F1 CR,0.0,0,0.0,0.0028653295128939827,2022,2022,0.0005730659025787965
DASSAULT DA 900B,0.0,0,0.0,0.0028653295128939827,1999,1999,0.0005730659025787965
DASSAULT FALCON 900B,0.0,0,0.0,0.0028653295128939827,1997,1997,0.0005730659025787965
DASSAULT FALCON DA 20,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
DANIEL SQUIRE HI MAX,0.0,0,0.0,0.0028653295128939827,1993,1993,0.0005730659025787965
DARNEY GLASAIR III,0.0,0,0.0,0.0028653295128939827,2014,2014,0.0005730659025787965
FOKKER F28 MK100,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
FOKKER F28 MK4000,0.0,0,0.0,0.0028653295128939827,1986,1986,0.0005730659025787965
FOKKER FK 28 4000,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
FOOTE M1 MUSTANG,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
FOREST RIPLEY Z MAX,0.0,0,0.0,0.0028653295128939827,1993,1993,0.0005730659025787965
FOKKER F 28 MK100,0.0,0,0.0,0.0028653295128939827,1998,1998,0.0005730659025787965
FOKKER F 28 MK4000,0.0,0,0.0,0.0028653295128939827,1989,1989,0.0005730659025787965
FOKKER F27 100,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
FOX ALFRED C. KITFOX IV 1200,0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
DAY TEENY II,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
DE HAVILLAND DHC 3 TURBO,0.0,0,0.0,0.0028653295128939827,1984,1984,0.0005730659025787965
DE HAVILLAND DHC 22A,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
COTTER STITS PLAYMATE,0.0,0,0.0,0.0028653295128939827,2010,2010,0.0005730659025787965
CRAIG SONERAI II LT,0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
COOK RS 15,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
COOK SMITH AVIATION REPLI,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
COOK SMITH AVN REPLICA SU,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
COOLEY LONG EZ,0.0,0,0.0,0.0028653295128939827,1989,1989,0.0005730659025787965
CONVAIR L 13A,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
CONTINENTAL COPTERS TOMCAT MK6C,0.0,0,0.0,0.0028653295128939827,1989,1989,0.0005730659025787965
CORLEY HUBERT KR 2,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
COX AEROS LTD SKYRANGER,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
CRAIG C WALLS SNOWYRIVER SPECIAL,0.0,0,0.0,0.0028653295128939827,2014,2014,0.0005730659025787965
COSENTINO GAREY A PEGASUS,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
COSMOS PHASE III,0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
COSTRUZIONI AERONAUTICHE TECNA P92 TAIL DRAGGER,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
DE HAVILLAND DHC 1B 2S5,0.0,0,0.0,0.0028653295128939827,1987,1987,0.0005730659025787965
"DAVIDSON, RONALD A. AVID",0.0,0,0.0,0.0028653295128939827,2018,2018,0.0005730659025787965
DAVIS FRANK R XENOS MOTORGLIDER,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
DAVIS LG2H,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
DAVIS MARK DAVIS KR 1,0.0,0,0.0,0.0028653295128939827,2012,2012,0.0005730659025787965
DAVIS SONEX,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
DAVIS YAK 3 UR 2000,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
DAVIDSON THORPE T 18,0.0,0,0.0,0.0028653295128939827,2003,2003,0.0005730659025787965
DAVE RONNEBERG LONG EZE,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
DAVID CADORETTE FOX MODEL II,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
DAVID K. MAXWELL MAX 1,0.0,0,0.0,0.0028653295128939827,1991,1991,0.0005730659025787965
DAVID NIELSON ISON HI MAX 1700,0.0,0,0.0,0.0028653295128939827,2004,2004,0.0005730659025787965
DAVISON VARI EZE,0.0,0,0.0,0.0028653295128939827,2008,2008,0.0005730659025787965
HARPER VOLKSPLANE WE 1,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
HALLBAUER DRAGONFLY MARK II,0.0,0,0.0,0.0028653295128939827,2009,2009,0.0005730659025787965
SILVAGGIO CASSUTT 111M,0.0,0,0.0,0.0028653295128939827,1985,1985,0.0005730659025787965
CIRRUS DESIGN CORP SR22 GTS G3,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
CESSNA TR 182RG,0.0,0,0.0,0.0028653295128939827,1988,1988,0.0005730659025787965
CHARLES PEET ZENITH CH 701,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
CHARLES T. BRIETIGAM RV 4,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
CHILDS 360,0.0,0,0.0,0.0028653295128939827,1990,1990,0.0005730659025787965
CHILIAN KITFOX 1200 IV,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
CHARLES LANCAIR 320,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
CHAMPION CITABRIA,0.0,0,0.0,0.0028653295128939827,2006,2006,0.0005730659025787965
CHARLES D WALKER WALKER CURTISS JN4D,0.0,0,0.0,0.0028653295128939827,2017,2017,0.0005730659025787965
CHARLES J. KEUTHAN ZEPHYR II,0.0,0,0.0,0.0028653295128939827,1997,1997,0.0005730659025787965
CESSNA L19   A,0.0,0,0.0,0.0028653295128939827,2014,2014,0.0005730659025787965
CESSNA CE 182 A,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
CESSNA T 337 B,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
CESSNA T 41B,0.0,0,0.0,0.0028653295128939827,2005,2005,0.0005730659025787965
CESSNA T 210 NII,0.0,0,0.0,0.0028653295128939827,1985,1985,0.0005730659025787965
COLVIN KITFOX II,0.0,0,0.0,0.0028653295128939827,1994,1994,0.0005730659025787965
COMMANDER C3C,0.0,0,0.0,0.0028653295128939827,1992,1992,0.0005730659025787965
COLBURN MURPHY REBEL,0.0,0,0.0,0.0028653295128939827,2001,2001,0.0005730659025787965
"COLGATE, HENRY A. FS21000",0.0,0,0.0,0.0028653295128939827,1992,1992,0.0005730659025787965
COLLETTE GLASSAIR III,0.0,0,0.0,0.0028653295128939827,2000,2000,0.0005730659025787965
COLLINS ROBERT S JUST ACFT HIGHLANDER,0.0,0,0.0,0.0028653295128939827,2021,2021,0.0005730659025787965
CONSOLIDATED VULTEE 108 M,0.0,0,0.0,0.0028653295128939827,2002,2002,0.0005730659025787965
CONTINENTAL COPTERS EL TOMCAT MK 5A,0.0,0,0.0,0.0028653295128939827,1996,1996,0.0005730659025787965
CONTINENTAL COPTERS INC TOMCAT MK6C,0.0,0,0.0,0.0028653295128939827,2019,2019,0.0005730659025787965
CONSOLIDATED AERONAUTICS INC LAKE MODEL 250,0.0,0,0.0,0.0028653295128939827,2013,2013,0.0005730659025787965
COMP AIR INC. (PLAMBECK) CA8,0.0,0,0.0,0.0028653295128939827,2015,2015,0.0005730659025787965
